vectorizer,train_scores,train_times,test_score
word2vec_cbow_s50,0.9036078098471986,0.13046512603759766,0.9076557460533017
word2vec_cbow_s50,0.9033106960950764,0.12559914588928223,0.9076557460533017
word2vec_cbow_s50,0.9078522920203735,0.21935906410217285,0.9076557460533017
word2vec_cbow_s50,0.9038200339558575,0.13712244033813475,0.9076557460533017
word2vec_cbow_s50,0.9079796264855687,0.2578540802001953,0.9076557460533017
word2vec_cbow_s50,0.8934210526315789,0.26801209449768065,0.9076557460533017
word2vec_cbow_s50,0.9038624787775891,0.16832118034362792,0.9076557460533017
word2vec_skip_s50,0.9040747028862478,0.21883816719055177,0.9049397385842811
word2vec_skip_s50,0.9081918505942275,0.3016321659088135,0.9049397385842811
word2vec_skip_s50,0.9042444821731749,0.16998157501220704,0.9049397385842811
word2vec_skip_s50,0.9040747028862478,0.2689205169677734,0.9049397385842811
word2vec_skip_s50,0.908106960950764,0.3126049518585205,0.9049397385842811
word2vec_skip_s50,0.9079796264855687,0.28708510398864745,0.9049397385842811
word2vec_skip_s50,0.9082342954159591,0.30552210807800295,0.9049397385842811
word2vec_skip_s50,0.908106960950764,0.2507043361663818,0.9049397385842811
word2vec_skip_s50,0.9080220713073006,0.25121312141418456,0.9049397385842811
word2vec_skip_s50,0.8934210526315789,0.20345444679260255,0.9049397385842811
bert,0.923981324278438,0.8393536567687988,0.9264980478696316
bert,0.923471986417657,0.8841908931732178,0.9264980478696316
bert,0.9197792869269948,0.9271106719970703,0.9264980478696316
bert,0.921774193548387,0.9500306606292724,0.9264980478696316
bert,0.9224533106960952,0.8409000873565674,0.9264980478696316
bert,0.899660441426146,0.8744329929351806,0.9264980478696316
bert,0.9224108658743633,0.969907569885254,0.9264980478696316
bert,0.9227504244482173,0.9847728729248046,0.9264980478696316
bert,0.920118845500849,0.8811445713043213,0.9264980478696316
bert,0.9195670628183361,0.8231287002563477,0.9264980478696316
